ano;km;cambio;carroceria;combustivel;final_de_placa;cor;aceita_troca;todas_as_revisoes_feitas_pela_concessionaria;ipva_pago;licenciado;garantia_de_fabrica;nao_identificado;link;todas_as_revisoes_feitas_pela_agenda_do_carro;unico_dono;blindado;alienado
2019/2019;57.346;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37301168?pos=v37301168g:&np=4;;Sim;;
2016/2016;80.550;Manual;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2016/37190080?pos=w37190080c:&np=4;Sim;Sim;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37304356?pos=x37304356g:&np=4;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37306442?pos=a37306442m:&np=5;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-evolution-automatico/4-portas/2021-2022/37307333?pos=b37307333m:&np=5;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37307599?pos=c37307599m:&np=5;;;;
2014/2015;70.855;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2014-2015/37308952?pos=d37308952g:&np=5;;;;
2014/2015;70.855;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2014-2015/37308952?pos=d37308952g:&np=5;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;6;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/37313932?pos=f37313932m:&np=5;;;;
2017/2017;65.490;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017/37315965?pos=g37315965m:&np=5;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;9;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37320079?pos=h37320079m:&np=5;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;4;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37320434?pos=i37320434m:&np=5;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;4;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37320434?pos=i37320434m:&np=5;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;4;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37320434?pos=i37320434m:&np=5;;;;
2019/2020;20.000;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37336794?pos=l37336794g:&np=5;;Sim;;
2018/2018;29.000;Manual;Hatchback;Gasolina e álcool;5;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37336832?pos=m37336832g:&np=5;;Sim;;
2021/2021;2.100;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021/37337780?pos=n37337780m:&np=5;;;;
2018/2018;33.214;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/37337791?pos=o37337791m:&np=5;;;;
2019/2019;60.687;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37360399?pos=p37360399g:&np=5;;;;
2019/2019;71.712;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37360395?pos=q37360395g:&np=5;;;;
2019/2019;69.829;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37361203?pos=r37361203g:&np=5;;;;
2020/2020;17.000;Manual;Hatchback;Gasolina e álcool;5;Cinza;;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/35107422?pos=s35107422c:&np=5;Sim;Sim;;
2020/2020;17.000;Manual;Hatchback;Gasolina e álcool;5;Cinza;;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/35107422?pos=s35107422c:&np=5;Sim;Sim;;
2019/2019;35.626;Manual;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37375661?pos=u37375661g:&np=5;;;;
2019/2019;82.668;Manual;Hatchback;Gasolina e álcool;1;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37375659?pos=v37375659g:&np=5;;;;
2015/2015;83.663;Automática;Hatchback;Gasolina e álcool;5;Prata;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-copa-do-mundo-16v-flex-4p-automatico/4-portas/2015/37376454?pos=w37376454g:&np=5;;Sim;;
2017/2017;33.981;Automática;Hatchback;Gasolina e álcool;1;Prata;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2017/37376706?pos=x37376706m:&np=5;;Sim;;
2019/2020;59.975;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/3-portas/2019-2020/37384214?pos=a37384214g:&np=6;;Sim;;
2013/2014;55.000;Manual;Hatchback;Gasolina e álcool;3;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2013-2014/37396986?pos=b37396986g:&np=6;;;;
2019/2020;818;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;Sim;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2019-2020/37397294?pos=c37397294m:&np=6;;Sim;;
2019/2020;818;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;Sim;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2019-2020/37397294?pos=c37397294m:&np=6;;Sim;;
2018/2019;36.250;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;Sim;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-copa-do-mundo-fifa-12v-flex-4p-manual/4-portas/2018-2019/37404313?pos=e37404313c:&np=6;Sim;Sim;;
2017/2017;27.070;Automática;Hatchback;Gasolina e álcool;6;Prata;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2017/37413104?pos=f37413104g:&np=6;;;;
2014/2015;114.666;Manual;Hatchback;Gasolina e álcool;2;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2014-2015/37414554?pos=g37414554g:&np=6;;;;
2017/2018;48.793;Manual;Hatchback;Gasolina e álcool;6;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37415185?pos=h37415185g:&np=6;;;;
2019/2019;29.900;Manual;Hatchback;Gasolina e álcool;9;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37415642?pos=i37415642g:&np=6;;Sim;;
2019/2020;19.581;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37417203?pos=j37417203m:&np=6;;;;
2019/2020;19.581;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37417203?pos=j37417203m:&np=6;;;;
2019/2020;19.581;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37417203?pos=j37417203m:&np=6;;;;
2019/2020;19.581;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37417203?pos=j37417203m:&np=6;;;;
2019/2019;47.557;Automática;Hatchback;Gasolina e álcool;7;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37435648?pos=n37435648g:&np=6;;;;
2019/2019;47.557;Automática;Hatchback;Gasolina e álcool;7;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37435648?pos=n37435648g:&np=6;;;;
2019/2019;62.868;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37438668?pos=p37438668g:&np=6;;;;
2017/2017;83.255;Manual;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37438789?pos=q37438789g:&np=6;;;;
2019/2019;44.920;Automática;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37438798?pos=r37438798g:&np=6;;;;
2019/2019;44.920;Automática;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37438798?pos=r37438798g:&np=6;;;;
2019/2019;44.920;Automática;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37438798?pos=r37438798g:&np=6;;;;
2016/2016;26.000;Automática;Hatchback;Gasolina e álcool;8;Azul;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2016/37447489?pos=u37447489m:&np=6;;Sim;;
2018/2019;46.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37448717?pos=v37448717c:&np=6;Sim;;;
2018/2019;46.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37448717?pos=v37448717c:&np=6;Sim;;;
2018/2019;46.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37448717?pos=v37448717c:&np=6;Sim;;;
2018/2019;46.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37448717?pos=v37448717c:&np=6;Sim;;;
2018/2019;46.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37448717?pos=v37448717c:&np=6;Sim;;;
2019/2019;6.750;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37457316?pos=c37457316m:&np=7;;Sim;;
2019/2019;6.750;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37457316?pos=c37457316m:&np=7;;Sim;;
2019/2019;66.500;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37461545?pos=e37461545g:&np=7;;;;
2019/2019;66.500;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37461545?pos=e37461545g:&np=7;;;;
2018/2019;66.000;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37464368?pos=g37464368m:&np=7;;;;
2017/2017;39.000;Automática;Hatchback;Gasolina e álcool;9;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2017/37464461?pos=h37464461g:&np=7;Sim;Sim;;
2017/2017;39.000;Automática;Hatchback;Gasolina e álcool;9;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2017/37464461?pos=h37464461g:&np=7;Sim;Sim;;
2016/2017;82.965;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37465793?pos=j37465793m:&np=7;;;;
2017/2018;123.758;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37465864?pos=k37465864m:&np=7;;;;
2017/2018;123.758;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37465864?pos=k37465864m:&np=7;;;;
2013/2013;103.000;Manual;Hatchback;Gasolina e álcool;7;Branco;;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2013/37468807?pos=m37468807c:&np=7;;Sim;;
2020/2020;28.459;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37469066?pos=n37469066m:&np=7;;;;
2020/2020;28.459;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37469066?pos=n37469066m:&np=7;;;;
2015/2015;66.000;Automática;Hatchback;Gasolina e álcool;6;Preto;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2015/37474599?pos=p37474599m:&np=7;;Sim;;
2015/2015;66.000;Automática;Hatchback;Gasolina e álcool;6;Preto;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2015/37474599?pos=p37474599m:&np=7;;Sim;;
2013/2014;77.000;Automática;Hatchback;Gasolina e álcool;6;Preto;;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2013-2014/37478818?pos=r37478818c:&np=7;;Sim;;
2015/2015;71.198;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37487762?pos=s37487762g:&np=7;;Sim;;
2015/2015;71.198;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37487762?pos=s37487762g:&np=7;;Sim;;
2017/2018;71.000;Manual;Hatchback;Gasolina e álcool;1;Branco;;;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/0-portas/2017-2018/37493373?pos=u37493373c:&np=7;;;;
2019/2020;5.720;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2019-2020/37497992?pos=v37497992m:&np=7;;;;
2020/2020;35.032;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2020/37497991?pos=w37497991m:&np=7;;;;
2019/2019;47.056;Manual;Hatchback;Gasolina e álcool;6;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37498039?pos=x37498039g:&np=7;;;;
2018/2019;51.901;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37498060?pos=a37498060g:&np=8;;;;
2017/2018;24.550;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37498439?pos=b37498439g:&np=8;;;;
2016/2016;30.310;Manual;Hatchback;Gasolina e álcool;1;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37498542?pos=c37498542g:&np=8;;;;
2018/2019;56.400;Manual;Hatchback;Gasolina e álcool;8;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37498533?pos=d37498533g:&np=8;;;;
2017/2017;30.307;Manual;Hatchback;Gasolina e álcool;3;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37498548?pos=e37498548g:&np=8;;;;
2019/2019;70.390;Automática;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37503582?pos=f37503582g:&np=8;;;;
2019/2020;62.237;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2019-2020/37506274?pos=g37506274g:&np=8;;;;
2019/2019;73.532;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37506329?pos=h37506329g:&np=8;;;;
2019/2019;73.532;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37506329?pos=h37506329g:&np=8;;;;
2019/2019;73.532;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37506329?pos=h37506329g:&np=8;;;;
2019/2019;56.342;Automática;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37518205?pos=k37518205g:&np=8;;;;
2019/2019;91.072;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37519265?pos=l37519265g:&np=8;;;;
2018/2019;70.464;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37519284?pos=m37519284g:&np=8;;;;
2018/2019;70.464;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37519284?pos=m37519284g:&np=8;;;;
2018/2019;70.464;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37519284?pos=m37519284g:&np=8;;;;
2018/2019;70.464;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37519284?pos=m37519284g:&np=8;;;;
2018/2019;70.464;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37519284?pos=m37519284g:&np=8;;;;
2018/2019;73.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37523714?pos=r37523714g:&np=8;;Sim;;
2014/2015;77.000;Manual;Hatchback;Gasolina e álcool;5;Vermelho;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2014-2015/37527397?pos=s37527397g:&np=8;;;;
2017/2018;42.943;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37522640?pos=t37522640m:&np=8;;Sim;;
2017/2018;42.943;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37522640?pos=t37522640m:&np=8;;Sim;;
2019/2020;61.273;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37531759?pos=v37531759g:&np=8;;Sim;;
2019/2020;61.273;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37531759?pos=v37531759g:&np=8;;Sim;;
2019/2020;61.273;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37531759?pos=v37531759g:&np=8;;Sim;;
2019/2020;61.273;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37531759?pos=v37531759g:&np=8;;Sim;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;2;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37547891?pos=b37547891m:&np=9;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;2;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37548364?pos=c37548364m:&np=9;;;;
2019/2019;46.382;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2019/37548578?pos=d37548578g:&np=9;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;9;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/37549103?pos=e37549103m:&np=9;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;1;Bege;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/37549170?pos=f37549170m:&np=9;;;;
2018/2019;41.772;Automática;Hatchback;Gasolina e álcool;7;Marrom;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37550145?pos=g37550145m:&np=9;;;;
2018/2019;41.772;Automática;Hatchback;Gasolina e álcool;7;Marrom;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37550145?pos=g37550145m:&np=9;;;;
